votes,margin2020,fips,results_trumpd,results_bidenj
2017,63.26227,20185,1631,355
767,59.97392,20187,607,147
1997,75.01252,20189,1731,233
10779,50.53344,20191,7998,2551
3794,65.4718,20193,3106,622
1603,68.80848,20195,1341,238
3861,48.09635,20197,2813,956
817,87.8825,20199,762,44
2843,65.59972,20201,2332,467
961,68.26223,20203,803,147
3899,61.55424,20205,3111,711
1495,60.60201,20207,1189,283
55107,-30.94707,20209,18512,35566
9878,50.45556,41001,7316,2332
52719,-39.69537,41003,14853,35780
255664,-11.1627,41005,110476,139015
23729,-11.34055,41007,10205,12896
31518,10.29253,41009,16779,13535
36484,20.45828,41011,21488,14024
15165,48.71744,41013,11103,3715
14920,16.25335,41015,8481,6056
121732,-8.14823,41017,54183,64102
63107,37.60756,41019,42513,18780
1178,43.29372,41021,834,324
4593,56.95624,41023,3544,928
4481,57.59875,41025,3475,894
13090,-36.73797,41027,3955,8764
126325,3.46091,41029,63814,59442
11666,23.46991,41031,7044,4306
51592,25.78307,41033,31732,18430
36331,40.70353,41035,25048,10260
4363,61.37978,41037,3470,792
221585,-24.2706,41039,80144,133924
30441,-16.13613,41041,12336,17248
72640,23.36729,41043,43486,26512
11653,42.04068,41045,8101,3202
164156,-1.04413,41047,78424,80138
5118,43.27862,41049,3586,1371
462068,-61.36456,41051,82583,366129
48291,1.68769,41053,23732,22917
1208,54.71854,41055,921,260
16725,2.09268,41057,8306,7956
32539,32.27819,41059,21002,10499
14944,40.44433,41061,10298,4254
5149,34.5504,41063,3404,1625
13904,3.5817,41065,6965,6467
319769,-34.59779,41067,98916,209549
965,51.19171,41069,711,217
58808,4.04197,41071,29500,27123
35172,-33.69442,04001,11442,23293
60442,19.56421,04003,35557,23732
73272,-24.08287,04005,27052,44698
27662,34.10455,04007,18377,8943
14995,44.78159,04009,10749,4034
3685,33.94844,04011,2433,1182
7458,38.79056,04012,5129,2236
2068144,-2.18113,04013,995665,1040774
104668,51.3089,04015,78535,24831
51767,8.25623,04017,27657,23383
520397,-18.68247,04019,207758,304981
185525,17.23272,04021,107077,75106
19556,-35.50828,04023,6194,13138
143221,29.27294,04025,91527,49602
69881,6.18766,04027,36534,32210
27639,44.55299,01001,19764,7450
108945,53.8905,01003,83055,24344
10457,7.96596,01005,5605,4772
9573,57.72485,01007,7508,1982
27459,80.00291,01009,24595,2627
4603,-49.88051,01011,1143,3439
9466,15.79337,01013,5448,3953
50743,39.11081,01015,34964,15118
15269,15.66573,01017,8748,6356
12275,72.8554,01019,10562,1619
19260,67.47664,01021,16052,3056
7461,15.65474,01023,4294,3126
13102,12.05923,01025,7310,5730
6913,62.59222,01027,5589,1262
7210,80.44383,01029,6472,672
22180,53.11993,01031,16832,5050
24668,41.56802,01033,17311,7057
6419,7.54012,01035,3435,2951
5472,33.47953,01037,3626,1794
17418,68.10196,01039,14579,2717
6617,47.81623,01041,4864,1700
41751,77.48317,01043,36804,4454
19699,46.3323,01045,14281,5154
17861,-37.53989,01047,5523,12228
29322,69.82129,01049,24744,4271
40891,48.38473,01051,30089,10304
15861,37.5134,01053,10844,4894
47460,50.26549,01055,35343,11487
8756,67.43947,01057,7295,1390
12564,65.89462,01059,10364,2085
12538,73.79167,01061,10844,1592
4771,-62.9847,01063,875,3880
7922,-18.89674,01065,3190,4687
9266,43.21174,01067,6593,2589
45750,42.94208,01069,32384,12738
23602,67.51546,01071,19644,3709
324675,-13.08786,01073,138443,180936
7187,72.21372,01075,6168,978
44149,44.63521,01077,31578,11872
15957,54.6594,01079,12266,3544
70980,20.31417,01081,42019,27600
48754,42.71855,01083,34337,13510
6830,-45.87116,01085,1835,4968
8697,-63.75762,01087,1539,7084
193955,7.9967,01089,102395,86885
10882,-1.27734,01091,5337,5476
13786,77.85434,01093,12190,1457
39492,68.91016,01095,33094,5880
181783,12.02038,01097,100605,78754
10620,16.0452,01099,6129,4425
98476,-31.42187,01101,33122,64065
53482,49.25956,01103,39504,13159
5215,-48.18792,01105,1336,3849
9659,16.28533,01107,5590,4017
13796,17.44709,01109,8020,5613
10824,58.61973,01111,8548,2203
21108,-6.07353,01113,9796,11078
114439,40.53863,01117,79428,33036
44346,64.08921,01115,36119,7698
6282,-48.40815,01119,1598,4639
35591,25.61884,01121,22210,13092
20888,43.51781,01123,14905,5815
89760,14.98106,01125,50961,37514
31106,67.90008,01127,25947,4826
8861,48.53854,01129,6554,2253
5884,-37.55948,01131,1826,4036
11273,81.72625,01133,10187,974
139523,-6.61898,34001,64054,73289
497160,-16.39995,34003,204277,285811
246427,-20.04813,34005,96583,145987
264912,-33.42657,34007,86024,174575
57457,15.95628,34009,33005,23837
62472,-6.05871,34011,28904,32689
308715,-55.04851,34013,68038,237981
173453,-1.93828,34015,83340,86702
250458,-46.21693,34017,65698,181452
82865,4.27804,34019,42203,38658
163520,-39.78535,34021,47788,112845
344738,-22.65518,34023,130801,208902
373820,2.70558,34025,189359,179245
296808,-4.34321,34027,139057,151948
322036,28.02606,34029,203613,113359
205977,-16.13724,34031,84873,118112
32448,13.31361,34033,18042,13722
174640,-20.92304,34035,67335,103875
88148,19.45478,34037,51566,34417
254034,-35.5228,34039,80000,170240
58182,15.70417,34041,32998,23861
87716,-36.28984,15001,26851,58683
382114,-26.85324,15003,136259,238869
33486,-28.78218,15007,11579,21217
71025,-35.46639,15009,22111,47301
148389,-24.16486,25001,54759,90617
70125,-47.27415,25003,17713,50864
274045,-11.66889,25005,118085,150063
12595,-56.96705,25007,2588,9763
414348,-28.8429,25009,142822,262332
41106,-44.21009,25011,10875,29048
214662,-17.75163,25013,85879,123985
85304,-46.5957,25015,21807,61555
842171,-44.64604,25017,223374,599370
7297,-45.52556,25019,1912,5234
401272,-36.02021,25021,123839,268378
298477,-17.13867,25023,120192,171347
314110,-62.70478,25025,55699,252661
425133,-17.45313,25027,169758,243957
29739,11.35882,32510,16113,12735
12890,49.03801,32001,9372,3051
972510,-9.34921,32003,430930,521852
34125,29.47692,32005,21630,11571
21967,55.46502,32007,16741,4557
487,66.94045,32009,400,74
1017,77.67945,32011,895,105
7771,53.89268,32013,5877,1689
2765,61.55515,32015,2198,496
2446,71.0139,32017,2067,330
30238,41.14359,32019,20914,8473
2335,25.43897,32021,1423,829
25378,40.34991,32023,17528,7288
2320,51.03448,32027,1731,547
2877,34.96698,32029,1908,902
252142,-4.50857,32031,116760,128128
4369,58.22843,32033,3403,859
317589,-24.44071,35001,116135,193756
2326,47.42046,35003,1698,595
22443,41.32692,35005,15656,6381
8903,-8.64877,35006,3975,4745
6016,10.97074,35007,3271,2611
15101,40.63969,35009,10444,4307
901,47.16981,35011,656,231
82640,-18.34221,35013,32800,47958
23222,51.80432,35015,17454,5424
14435,-7.18393,35017,6553,7590
2189,-14.4815,35019,917,1234
505,27.72277,35021,319,179
1969,15.03301,35023,1117,821
20918,59.61373,35025,16531,4061
10306,36.36716,35027,6942,3194
12293,-26.64931,35028,4278,7554
8104,10.38993,35029,4407,3565
26406,-38.57835,35031,7782,17969
2683,-31.38278,35033,902,1744
23571,25.60774,35035,14521,8485
3873,37.80015,35037,2634,1170
16628,-33.56988,35039,5408,10990
6608,42.85714,35041,4634,1802
52293,28.28868,35045,32874,18081
11531,-38.73905,35047,3421,7888
76562,-8.37752,35043,34174,40588
82227,-53.75485,35049,18329,62530
5945,21.48024,35051,3542,2265
7160,-6.52235,35053,3255,3722
17035,-54.98679,35055,3663,13030
7281,33.34707,35057,4772,2344
1789,56.17663,35059,1388,383
32276,9.60466,35061,17363,14263
236735,-16.28192,08001,95657,134202
7808,0.6916,08003,3813,3759
350283,-24.64208,08005,127356,213673
9144,15.86833,08007,5189,3738
2224,69.64928,08009,1866,317
2274,33.90501,08011,1503,732
206111,-56.56564,08013,42501,159089
46632,-27.41036,08014,16295,29077
13717,-6.83823,08015,6222,7160
1136,75.88028,08017,993,131
6545,-12.98701,08019,2753,3603
4333,7.54673,08021,2286,1959
2094,-27.22063,08023,741,1311
1750,47.65714,08025,1271,437
3630,37.46556,08027,2471,1111
19370,37.13991,08029,13081,5887
393824,-61.36624,08031,71617,313292
1449,51.62181,08033,1089,341
231599,7.1749,08035,121270,104653
29139,-29.8466,08037,9891,18588
378234,10.81976,08041,202560,161636
18983,50.23969,08039,14027,4490
25557,39.70732,08043,17517,7369
30904,-2.29744,08045,14717,15427
4185,-9.2951,08047,1833,2222
9869,1.7631,08049,4883,4709
10887,-31.01865,08051,3599,6976
632,15.50633,08053,353,255
4406,2.88243,08055,2203,2076
876,57.76256,08057,681,175
377351,-18.5448,08059,148414,218393
903,77.18715,08061,795,98
3870,64.10853,08063,3143,662
35667,-17.70544,08067,14233,20548
3961,-20.3484,08065,1497,2303
224333,-15.43643,08069,91488,126117
7961,9.88569,08071,4284,3497
2651,62.80649,08073,2135,470
10532,55.72541,08075,8087,2218
90613,27.98164,08077,56888,31533
756,14.55026,08079,427,317
7026,63.57814,08081,5670,1203
15500,22.3871,08083,9306,5836
24922,36.44571,08085,16770,7687
13744,41.59633,08087,9593,3876
9576,22.46241,08089,5756,3605
4020,-19.60199,08091,1577,2365
12289,16.98267,08093,6990,4903
2485,59.23541,08095,1958,486
11957,-51.92774,08097,2780,8989
5561,45.85506,08099,4008,1458
88299,-1.72142,08101,42252,43772
3691,67.73232,08103,3061,561
6305,18.4774,08105,3660,2495
16876,-27.5954,08107,5925,10582
3389,-13.8979,08109,1413,1884
563,-24.86679,08111,202,342
5146,-54.15857,08113,1136,3923
1446,56.70816,08115,1121,301
18465,-39.53967,08117,5319,12620
16939,35.20279,08119,11241,5278
3008,74.00266,08121,2595,369
166946,18.0196,08123,96133,66050
4981,66.69344,08125,4107,785
28239,-29.40968,44001,9745,18050
92571,-7.68383,44003,41999,49112
45900,-29.98475,44005,15722,29485
271306,-23.01866,44007,102546,164997
75586,-19.48774,44009,29818,44548
18617,-2.75555,56001,8579,9092
5752,69.85396,56003,4806,788
19566,76.86804,56005,16975,1935
6664,53.82653,56007,5014,1427
6970,72.53945,56009,5917,861
4119,79.46103,56011,3651,378
18111,35.82353,56013,12007,5519
6241,58.88479,56015,4878,1203
2577,58.8669,56017,1999,482
4914,60.72446,56019,3881,897
44982,28.17571,56021,27891,15217
10468,68.15055,56023,8643,1509
35202,47.55696,56025,25271,8530
1308,73.62385,56027,1118,155
16717,56.24813,56029,12813,3410
4923,61.10095,56031,3898,890
16428,47.47991,56033,11843,4043
4970,61.87123,56035,3957,882
16603,50.6294,56037,12229,3823
14677,-37.52129,56039,4341,9848
9402,62.80579,56041,7496,1591
4012,64.65603,56043,3245,651
3542,77.55505,56045,3107,360
470756,-27.26126,09001,167905,296239
450751,-27.72506,09003,159370,284341
107557,5.06243,09005,55609,50164
99198,-16.31384,09007,40665,56848
418442,-17.27217,09009,170354,242628
139604,-16.00885,09011,57110,79459
80546,-11.4059,09013,34819,44006
57078,4.2731,09015,29141,26702
3100,75.41935,49001,2695,357
27023,63.18691,49003,21548,4473
57534,37.16411,49005,38032,16650
9369,45.90671,49007,6693,2392
619,62.19709,49009,496,111
169758,27.50916,49011,104095,57396
8524,78.24965,49013,7513,843
4865,74.71737,49015,4207,572
2732,60.1757,49017,2158,514
5185,-10.76181,49019,2248,2806
24890,56.6372,49021,18989,4892
5884,75.49286,49023,5087,645
4180,45.8134,49025,2998,1083
6160,77.5974,49027,5404,624
6512,62.88391,49029,5181,1086
871,78.87486,49031,773,86
1363,71.68012,49033,1157,180
540966,-11.04173,49035,230174,289906
6877,6.1364,49037,3535,3113
12625,68.63366,49039,10459,1794
10362,76.89635,49041,9052,1084
26086,-19.1367,49043,10252,15244
31506,38.31334,49045,21014,8943
15303,75.78906,49047,13261,1663
284286,41.078,49049,192812,76033
17579,26.2131,49051,10795,6187
90457,51.69749,49053,67294,20530
1621,53.30043,49055,1229,365
111403,22.66905,49057,65949,40695
87025,-4.07124,10001,41009,44552
287633,-37.08545,10003,88364,195034
129352,11.24683,10005,71230,56682
40631,-89.42433,11001,1703,38037
31929,-79.27276,11002,2874,28185
43188,-80.57331,11003,3638,38436
44361,-89.53585,11004,1885,41604
45176,-90.15406,11005,1725,42453
58315,-82.62197,11006,4176,52357
37836,-91.83053,11007,1116,35861
32246,-90.79266,11008,1055,30332
